"","Organisation name","Sub-building Name","Building Name","Number","Primary Thorfare","Alt Thorfare","Secondary Thorfare","Locality","Townland","Town","County","Postcode","x-coordinates","y-coordinates","Primary Key"
"495740",NA,NA,NA,"23","DUNCRUN ROAD",NA,NA,NA,"MILL TOWN","LIMAVADY","LONDONDERRY","BT490JD",267366,430830,495740
"495796",NA,NA,NA,"10","POINT ROAD",NA,NA,NA,"DRUMAHORGAN","LIMAVADY","LONDONDERRY","BT490LP",267358,434562,495796
"495822",NA,NA,NA,"9","DRUMAVALLY",NA,NA,NA,"DRUMAVALLY","LIMAVADY","LONDONDERRY","BT490LT",267268,432919,495822
"495828",NA,NA,NA,"9","CASTLE PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SW",268529,423088,495828
"495879",NA,NA,NA,"58","WHITEHILL PARK",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490QE",268146,421596,495879
"496160",NA,NA,NA,"15","DANNY BOY PLACE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UH",268860,422334,496160
"496235",NA,NA,NA,"43","EDENMORE PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490RG",268303,422295,496235
"496236",NA,NA,NA,"38","WOODLAND WALK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499EP",267408,421652,496236
"496265",NA,NA,NA,"33","WOODLAND WALK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499EP",267500,421690,496265
"496360",NA,NA,NA,"17","DROMORE AVENUE",NA,NA,NA,"DROMORE","LIMAVADY","LONDONDERRY","BT499LX",265177,420157,496360
"496407",NA,NA,NA,"22","ROSSEDEN PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490PQ",268891,422061,496407
"496522",NA,NA,NA,"63","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EP",267111,423265,496522
"496870",NA,NA,NA,"15","KNOCKANBAAN",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UL",268684,422836,496870
"496895",NA,NA,NA,NA,"GLENHEAD ROAD",NA,NA,NA,"BALLYDARROG","LIMAVADY","LONDONDERRY","BT499LR",265153,418632,496895
"496911",NA,NA,NA,"27","DRUMALIEF ROAD",NA,NA,NA,"CARRYDOO","LIMAVADY","LONDONDERRY","BT490QS",271359,425489,496911
"496936",NA,NA,NA,"59","DRUMADUFF ROAD",NA,NA,NA,"MAINE SOUTH","LIMAVADY","LONDONDERRY","BT490PT",271576,416090,496936
"496972","TREVOR MILLIGAN","1",NA,"56A","DOWLAND ROAD",NA,NA,"FRUITHILL","GORTNAMONEY","LIMAVADY","LONDONDERRY","BT490HR",267722,425200,496972
"497041",NA,NA,NA,"46","DRUMMOND MANOR",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UP",269150,422456,497041
"497105",NA,NA,NA,"87","DRUMMOND MANOR",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UQ",269172,422331,497105
"497529",NA,NA,NA,"47","CROSSNADONNELL ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490BD",268784,422622,497529
"497608",NA,NA,NA,"252","DRUMSURN ROAD",NA,NA,NA,"DRUMSURN LOWER","LIMAVADY","LONDONDERRY","BT490PG",271869,417202,497608
"497841",NA,NA,NA,"145","MEADOWVALE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SN",268336,421954,497841
"497842",NA,NA,NA,"42","SHANREAGH PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SF",268045,422764,497842
"497852",NA,NA,NA,"30","OUGHTYMOYLE AVENUE",NA,NA,NA,"OUGHTYMOYLE","LIMAVADY","LONDONDERRY","BT490JZ",266920,431721,497852
"497855",NA,NA,NA,"41","MEADOWVALE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RD",268183,421997,497855
"497860",NA,NA,NA,"45","MOUNT EDEN",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490TN",268398,421936,497860
"497938",NA,NA,NA,"29","ANNADALE PARK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BW",267103,422743,497938
"497945",NA,NA,NA,"39","ANDERSON PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490RH",268200,422425,497945
"497965",NA,NA,NA,"21","IRWIN AVENUE",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499HF",267351,421739,497965
"497977",NA,NA,NA,"8","IRWIN AVENUE",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499HF",267293,421768,497977
"497978",NA,NA,NA,"154","MEADOWVALE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SL",268316,422057,497978
"497993",NA,NA,NA,"72","MEADOWVALE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RD",268167,422103,497993
"499210",NA,NA,NA,"28","CARLARAGH ROAD",NA,NA,NA,"SESNAGH","LIMAVADY","LONDONDERRY","BT499LD",265901,420365,499210
"499686",NA,NA,NA,"119","DRUMMOND MANOR",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UQ",269252,422242,499686
"499791",NA,NA,NA,"12","BELLS HILL",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DQ",268151,423282,499791
"499859",NA,NA,NA,"23","BARLEYHILL",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490FH",268397,421723,499859
"499978",NA,NA,NA,"2","PETRIE PLACE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490GB",268787,422440,499978
"499984",NA,NA,NA,"11","DRUMMOND MANOR",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UP",269057,422286,499984
"500279",NA,NA,NA,"322","SEACOAST ROAD",NA,NA,NA,"BALLYMULTIMBER","LIMAVADY","LONDONDERRY","BT490LA",266712,431929,500279
"500577",NA,NA,NA,"24","DRUMAVALLY",NA,NA,NA,"DRUMAVALLY","LIMAVADY","LONDONDERRY","BT490LT",267128,432862,500577
"500709",NA,NA,NA,"156","SEACOAST ROAD",NA,NA,NA,"CRINDLE","LIMAVADY","LONDONDERRY","BT499EG",266165,427438,500709
"500735","SPAR STORES",NA,NA,"58","DOWLAND ROAD",NA,NA,"FRUITHILL","GORTNAMONEY","LIMAVADY","LONDONDERRY","BT490HR",268096,424938,500735
"500739",NA,NA,NA,"18","BISHOPS ROAD",NA,NA,NA,"LISNAGRIB","LIMAVADY","LONDONDERRY","BT490JN",270246,426980,500739
"500936",NA,NA,NA,"46","TARTNAKILLY ROAD",NA,NA,NA,"GLACK","LIMAVADY","LONDONDERRY","BT499NA",262135,418819,500936
"500952","PARAGON TILES LTD",NA,NA,"90A","TARTNAKILLY ROAD",NA,NA,NA,"GLACK","LIMAVADY","LONDONDERRY","BT499NA",262011,418692,500952
"500969",NA,NA,NA,"54","ENAGH PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SA",267935,421981,500969
"500970",NA,NA,NA,"77","KILLANE ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DL",267968,423754,500970
"500971",NA,NA,NA,"15","BENBRADAGH AVENUE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AP",267325,422529,500971
"500972",NA,NA,NA,"3","WILLIAM STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BL",266998,422786,500972
"500973",NA,NA,NA,"115","ALEXANDER ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BP",267487,423361,500973
"500974",NA,NA,NA,"9","DRUMACHOSE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490NY",267988,422363,500974
"500975",NA,NA,NA,"128","CASTLE PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SB",268451,422912,500975
"500976",NA,NA,NA,"17","COOLESSAN WALK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499EN",267474,421740,500976
"500977",NA,NA,NA,"40","DRUMACHOSE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490NZ",268018,422253,500977
"500978",NA,NA,NA,"22","DRUMACHOSE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490NZ",268033,422315,500978
"500979",NA,NA,NA,"161","WHITEHILL PARK",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490QQ",268373,421421,500979
"500982",NA,NA,NA,"18","TAYLOR PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490NT",268010,422157,500982
"500983",NA,NA,NA,"12","GREYSTONE PARK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EG",267453,422404,500983
"500988",NA,NA,NA,"2","ASHBROOK PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490HB",267715,422494,500988
"500989","POST OFFICE",NA,"DRUMRAIGHLAND POST OFFICE","97","BARANAILT ROAD",NA,NA,NA,"DROMORE","LIMAVADY","LONDONDERRY","BT499HN",264805,420340,500989
"500991",NA,NA,NA,"7","GLENSIDE BRAE",NA,NA,NA,"DEER PARK","LIMAVADY","LONDONDERRY","BT490RY",267865,421623,500991
"500992",NA,NA,NA,"20","GLENBURN WAY",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RN",267865,421818,500992
"500993",NA,NA,NA,"34","JOSEPHINE AVENUE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BA",267183,422515,500993
"500995","THE THATCH BAR",NA,NA,"14","CATHERINE STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499DB",267103,423030,500995
"500996",NA,NA,NA,"8","GLENLEA PARK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT490RR",267723,421762,500996
"501001",NA,NA,NA,"158","IRISH GREEN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AP",267344,422396,501001
"501002",NA,NA,NA,"21","ROE MILL GARDENS",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AT",267291,422281,501002
"501003",NA,NA,NA,"10","ROSSLYN CLOSE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490WA",269071,422050,501003
"501005",NA,NA,NA,"17","CASTLE PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SW",268483,423082,501005
"501006",NA,NA,NA,"96","WHISPERING PINES",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UF",269147,422489,501006
"501007",NA,NA,NA,"14","EDENMORE ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490NG",269155,422193,501007
"501008",NA,NA,NA,"87","TERRYDOO ROAD",NA,NA,NA,"TERRYDOO CLYDE","LIMAVADY","LONDONDERRY","BT490PF",272876,420644,501008
"501010",NA,NA,NA,"42","CATHERINE STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499DB",267029,422989,501010
"501011",NA,NA,NA,"33","COOLESSAN WALK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499EN",267520,421792,501011
"501012",NA,NA,NA,"90","CASTLE PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SB",268351,423088,501012
"501015",NA,NA,NA,"11","GLENVIEW DRIVE",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RZ",267654,422023,501015
"501016",NA,NA,NA,"10","CRAWFORD SQUARE",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BZ",267657,423367,501016
"501017",NA,NA,NA,"53","GREYSTONE PARK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EQ",267524,422434,501017
"501018",NA,NA,NA,"25","DRUMACHOSE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490NY",268053,422345,501018
"501020",NA,NA,NA,"57","ROSE PARK",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490BF",268739,421541,501020
"501021",NA,NA,NA,"3","TYLER AVENUE",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DT",267890,423615,501021
"501023",NA,NA,NA,"34","ROSE PARK",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490BF",268843,421539,501023
"501026",NA,NA,NA,"2","GREENVALE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490HN",268725,421988,501026
"501028",NA,"FLAT 6",NA,"163-165","IRISH GREEN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AR",267295,422406,501028
"501029",NA,NA,NA,"86","ROE MILL GARDENS",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AU",267142,422226,501029
"501030",NA,NA,NA,"40","RATHMORE ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DF",268175,423477,501030
"501032",NA,NA,NA,"61A","BALLYQUIN ROAD",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT499EY",268048,421235,501032
"501033",NA,NA,NA,"101","GREYSTONE ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490ND",268411,422751,501033
"501035",NA,NA,NA,"61","WHITEHILL PARK",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490QF",268161,421426,501035
"501036",NA,NA,NA,"17","ROSSMARA",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UA",269060,422196,501036
"501039",NA,NA,NA,"95","WHITEHILL PARK",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490QF",268232,421434,501039
"501040",NA,NA,NA,"40","CASTLE GARDENS",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SD",268237,422964,501040
"501041",NA,NA,NA,"11","EDENMORE ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490NG",268252,422462,501041
"501044",NA,NA,NA,"4","ROSE GARDENS",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490TW",268879,421494,501044
"501050",NA,NA,NA,"9","CROSSNADONNELL PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490TP",268520,422761,501050
"501052",NA,NA,NA,"24","ROSSEDEN DRIVE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490SZ",268997,422146,501052
"501053",NA,NA,NA,"8","ROSSMORE PLACE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490WB",269021,421959,501053
"501063",NA,NA,NA,"161","MOUNT EDEN",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490TT",268543,421570,501063
"501065",NA,NA,NA,"17","WHISPERING PINES",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UB",269037,422365,501065
"501076",NA,NA,NA,"11","MCCURRY WALK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490GD",268669,422505,501076
"501081",NA,NA,NA,"5","ROSSNAREEN COURT",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490TQ",268793,421961,501081
"501278",NA,NA,NA,"14","POLLYS BRAE ROAD",NA,NA,NA,"LARGY","LIMAVADY","LONDONDERRY","BT499LL",267265,418227,501278
"501279",NA,NA,NA,"2","BROOKFIELD PARK",NA,NA,NA,"LARGY","LIMAVADY","LONDONDERRY","BT499ER",267270,418195,501279
"501310",NA,NA,NA,"40","POLLYS BRAE ROAD",NA,NA,NA,"CARRICK","LIMAVADY","LONDONDERRY","BT499LN",266681,417930,501310
"501316",NA,NA,NA,"231","BALLYQUIN ROAD",NA,NA,NA,"BALLYQUIN","LIMAVADY","LONDONDERRY","BT499HB",269040,416577,501316
"501323",NA,NA,NA,"38","LAUREL ROAD",NA,NA,NA,"GLACK","LIMAVADY","LONDONDERRY","BT499NB",262253,418059,501323
"501334",NA,NA,NA,"2","RUSHIE PARK","P핱RC NA LUACHRA",NA,NA,"DRUMSURN UPPER","LIMAVADY","LONDONDERRY","BT490LS",272104,417304,501334
"501335",NA,NA,NA,"1","RUSHIE PARK","P핱RC NA LUACHRA",NA,NA,"DRUMSURN UPPER","LIMAVADY","LONDONDERRY","BT490LS",272113,417310,501335
"501607",NA,NA,NA,"106","SEACOAST ROAD",NA,NA,NA,"LOMOND","LIMAVADY","LONDONDERRY","BT499EG",266113,426021,501607
"501786",NA,NA,NA,"88","WHITEHILL PARK",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490QG",268249,421522,501786
"501889",NA,NA,NA,"2","CASTLE GARDENS",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SD",268440,422876,501889
"507194",NA,NA,NA,"16","NEWTON ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UD",268673,422808,507194
"507236","CANNING PLANT HIRE",NA,NA,"8","BALLYCLOSE STREET",NA,NA,NA,"KILLANE","LIMAVADY","LONDONDERRY","BT490BN",267406,423558,507236
"507301",NA,NA,NA,"12","TERRYDREMONT ROAD",NA,NA,NA,"TERRYDREMONT SOUTH","LIMAVADY","LONDONDERRY","BT490NL",269690,418397,507301
"507587","ANNE MCNICHOLL",NA,NA,"43","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EP",267051,423221,507587
"507824",NA,NA,NA,"8","ALEXANDER ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BW",267345,423368,507824
"507837",NA,NA,NA,"55","ANDERSON CRESCENT",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RQ",268391,422171,507837
"508096",NA,NA,NA,"29D","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EP",267014,423191,508096
"508169",NA,NA,NA,"29","CROSSNADONNELL ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490BD",268661,422597,508169
"508304",NA,NA,NA,"50","PLANTATION VIEW",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UX",268771,423101,508304
"508323",NA,NA,NA,"12","DRUMACHOSE MEWS",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490UJ",267765,422556,508323
"508479",NA,NA,NA,"1","ASHBOURNE ROAD",NA,NA,NA,"WALWORTH","LIMAVADY","LONDONDERRY","BT499QG",261250,422100,508479
"508569",NA,NA,NA,"20C","POLLYS BRAE ROAD",NA,NA,NA,"LARGY","LIMAVADY","LONDONDERRY","BT499LL",267121,418172,508569
"508631",NA,NA,NA,"53","JANES VALLEY",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490EH",268571,422264,508631
"508647",NA,NA,NA,"37","RINGSEND ROAD",NA,NA,NA,"GLENKEEN","LIMAVADY","LONDONDERRY","BT490QJ",271512,423120,508647
"508740",NA,NA,NA,"27","POLLYS BRAE ROAD",NA,NA,NA,"LARGY","LIMAVADY","LONDONDERRY","BT499LL",267058,418176,508740
"508752",NA,NA,NA,"64","GLENVIEW DRIVE",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RZ",267722,421929,508752
"508774",NA,NA,NA,"185","DRUMRANE ROAD",NA,NA,NA,"TEMPLEMOYLE","LIMAVADY","LONDONDERRY","BT499LJ",267319,416892,508774
"508798",NA,NA,NA,"271","BALLYQUIN ROAD",NA,NA,NA,"DRUMADREEN","LIMAVADY","LONDONDERRY","BT499HB",268969,415162,508798
"508823",NA,NA,NA,"18","CASTLE PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SB",268478,422951,508823
"508824",NA,NA,NA,"2","FIDDLERS WAY",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490TX",268507,422465,508824
"508855",NA,NA,NA,"154A","MEADOWVALE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SL",268304,422065,508855
"508856",NA,NA,NA,"187","MOUNT EDEN",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490TT",268579,421509,508856
"508890",NA,NA,NA,"20","TIRCREVEN ROAD",NA,NA,NA,"CLOONEY","LIMAVADY","LONDONDERRY","BT490LN",269444,433530,508890
"508923",NA,NA,NA,"30","DRUMACHOSE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490NZ",268058,422301,508923
"509016",NA,NA,NA,"61","ANDERSON CRESCENT",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RQ",268380,422150,509016
"509053",NA,NA,NA,"34","CASTLE PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SB",268394,422995,509053
"509290",NA,NA,NA,"15","LINENHALL STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490HQ",266978,423078,509290
"509300",NA,NA,NA,"130","BOLEA ROAD",NA,NA,NA,"LARGANTEA","LIMAVADY","LONDONDERRY","BT490QU",273009,426729,509300
"509304",NA,NA,NA,"66","LILAC AVENUE",NA,NA,NA,"GORTNAMONEY","LIMAVADY","LONDONDERRY","BT490JU",268074,425048,509304
"509319",NA,NA,NA,"14","SCROGGY PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DE",267611,423083,509319
"509440",NA,NA,NA,"19","GREYSTONE ROAD",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490ND",268007,422419,509440
"509559",NA,NA,NA,"16","DRUMCEATT PARK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499HE",267218,421837,509559
"509561","SCHOOL",NA,NA,"55","HIGHLANDS ROAD",NA,NA,NA,"DROMORE","LIMAVADY","LONDONDERRY","BT499LU",265126,420084,509561
"509577",NA,NA,NA,"622","SEACOAST ROAD",NA,NA,NA,"BALLYMACLARY","LIMAVADY","LONDONDERRY","BT490LG",270878,434625,509577
"509578",NA,NA,NA,"5A","BENONE AVENUE",NA,NA,NA,"BENONE","LIMAVADY","LONDONDERRY","BT490LQ",271367,435507,509578
"510089",NA,NA,NA,"57","IRISH GREEN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AA",267179,422912,510089
"510429",NA,NA,NA,"23A","SPALLAN ROAD",NA,NA,NA,"BROHARRIS","LIMAVADY","LONDONDERRY","BT499DT",263710,423429,510429
"510472",NA,NA,NA,"45","BEECH ROAD",NA,NA,NA,"DRUMSURN UPPER","LIMAVADY","LONDONDERRY","BT490PR",272259,417532,510472
"510473",NA,NA,NA,"127","MOUNT EDEN",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490TT",268556,421652,510473
"510548",NA,NA,NA,"330","SEACOAST ROAD",NA,NA,NA,"BALLYMULTIMBER","LIMAVADY","LONDONDERRY","BT490LA",266150,432013,510548
"510617",NA,NA,NA,"1","THE BRICKFIELD",NA,NA,NA,"KILLANE","LIMAVADY","LONDONDERRY","BT490TR",267916,423874,510617
"510645",NA,NA,NA,"133","WHITEHILL PARK",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490QQ",268286,421405,510645
"510650",NA,"3",NA,"17C","DOWLAND ROAD",NA,NA,"FRUITHILL","STREEVE","LIMAVADY","LONDONDERRY","BT490HP",268288,424054,510650
"510990",NA,NA,NA,"24","BENBRADAGH AVENUE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AR",267354,422512,510990
"510992",NA,NA,NA,"71","RINGSEND ROAD",NA,NA,NA,"TIRMAQUIN","LIMAVADY","LONDONDERRY","BT490QJ",272161,422294,510992
"511052",NA,NA,NA,"7","BENONE AVENUE",NA,NA,NA,"BENONE","LIMAVADY","LONDONDERRY","BT490LQ",271366,435548,511052
"511100",NA,NA,NA,"46","CONNELL STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EA",267302,423150,511100
"511169",NA,NA,NA,"41","MASSEY AVENUE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BN",267097,422684,511169
"511207",NA,NA,NA,"26","RATHBEG CRESCENT",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AT",267561,422567,511207
"511336",NA,NA,NA,"411","SEACOAST ROAD",NA,NA,NA,"CLOONEY","LIMAVADY","LONDONDERRY","BT490LW",268723,433750,511336
"511382","ACTION MORTGAGE & FINANCE",NA,NA,"7","CARROWCLARE ROAD",NA,NA,NA,"BALLYHENRY WEST","LIMAVADY","LONDONDERRY","BT499ED",266169,427912,511382
"512073",NA,NA,NA,"7","DRUMMOND MANOR",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UP",269048,422263,512073
"512083",NA,NA,NA,"53","DRUMMOND MANOR",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UP",269181,422433,512083
"512092",NA,NA,NA,"29","GORTENANIMA",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490GF",268767,422816,512092
"512102",NA,"APARTMENT D",NA,"110","CONNELL STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EF",267257,422988,512102
"512351",NA,NA,NA,"4","HEMPSONVALE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UG",268563,422403,512351
"512792",NA,NA,NA,"147","MEADOWVALE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SN",268340,421945,512792
"512802",NA,NA,NA,"91","CASTLE PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SW",268359,423241,512802
"512803",NA,NA,NA,"7","EDENMORE PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490RG",268380,422309,512803
"512881",NA,NA,NA,"18","JOSEPHINE AVENUE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AZ",267140,422431,512881
